danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,target,genre
0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,audio_features,643PW82aBMUa1FiWi5VQY7,spotify:track:643PW82aBMUa1FiWi5VQY7,https://api.spotify.com/v1/tracks/643PW82aBMUa1FiWi5VQY7,https://api.spotify.com/v1/audio-analysis/643PW82aBMUa1FiWi5VQY7,187105,4,1,Hip-Hop
0.268,0.00471,10,-32.597,1,0.0476,0.996,0.861,0.0655,0.242,73.997,audio_features,0hXWX5OdIzAp46BJHHlL6v,spotify:track:0hXWX5OdIzAp46BJHHlL6v,https://api.spotify.com/v1/tracks/0hXWX5OdIzAp46BJHHlL6v,https://api.spotify.com/v1/audio-analysis/0hXWX5OdIzAp46BJHHlL6v,105760,5,1,Classical
0.843,0.485,4,-8.993,0,0.218,0.201,0.0,0.187,0.395,95.017,audio_features,1Np92e0PSE4OzqZyGFTOsh,spotify:track:1Np92e0PSE4OzqZyGFTOsh,https://api.spotify.com/v1/tracks/1Np92e0PSE4OzqZyGFTOsh,https://api.spotify.com/v1/audio-analysis/1Np92e0PSE4OzqZyGFTOsh,141653,4,1,Hip-Hop
0.397,0.368,7,-15.728,0,0.0396,0.882,0.914,0.33,0.762,140.862,audio_features,4rVzmgF1Suh8ciF2gTajde,spotify:track:4rVzmgF1Suh8ciF2gTajde,https://api.spotify.com/v1/tracks/4rVzmgF1Suh8ciF2gTajde,https://api.spotify.com/v1/audio-analysis/4rVzmgF1Suh8ciF2gTajde,182960,3,1,Classical
0.157,0.0553,9,-23.391,1,0.0381,0.984,0.8,0.107,0.0421,83.299,audio_features,1KeJxSvW6pLU1ieRfQOMca,spotify:track:1KeJxSvW6pLU1ieRfQOMca,https://api.spotify.com/v1/tracks/1KeJxSvW6pLU1ieRfQOMca,https://api.spotify.com/v1/audio-analysis/1KeJxSvW6pLU1ieRfQOMca,136960,4,1,Classical
0.871,0.648,10,-7.825,0,0.278,0.264,0.0,0.2,0.628,92.301,audio_features,6lEIjrQNwJPecJ7mMXjhjo,spotify:track:6lEIjrQNwJPecJ7mMXjhjo,https://api.spotify.com/v1/tracks/6lEIjrQNwJPecJ7mMXjhjo,https://api.spotify.com/v1/audio-analysis/6lEIjrQNwJPecJ7mMXjhjo,355067,4,1,Hip-Hop
0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,audio_features,2gwkD6igEhQbDQegRCcdoB,spotify:track:2gwkD6igEhQbDQegRCcdoB,https://api.spotify.com/v1/tracks/2gwkD6igEhQbDQegRCcdoB,https://api.spotify.com/v1/audio-analysis/2gwkD6igEhQbDQegRCcdoB,163320,4,1,Hip-Hop
0.756,0.672,1,-8.603,1,0.268,0.178,0.0,0.134,0.532,90.848,audio_features,3EyNj8ps0rYIAF4xIpFCjc,spotify:track:3EyNj8ps0rYIAF4xIpFCjc,https://api.spotify.com/v1/tracks/3EyNj8ps0rYIAF4xIpFCjc,https://api.spotify.com/v1/audio-analysis/3EyNj8ps0rYIAF4xIpFCjc,238707,4,1,Hip-Hop
0.499,0.051,2,-32.684,0,0.0509,0.995,0.916,0.0949,0.56,73.782,audio_features,6k0PPC5BDLBvkBcikB3BBv,spotify:track:6k0PPC5BDLBvkBcikB3BBv,https://api.spotify.com/v1/tracks/6k0PPC5BDLBvkBcikB3BBv,https://api.spotify.com/v1/audio-analysis/6k0PPC5BDLBvkBcikB3BBv,96293,4,1,Classical
0.444,0.00979,4,-32.967,1,0.039,0.995,0.919,0.0957,0.271,141.768,audio_features,3y8JVnoRGwFypqrr7pyn6C,spotify:track:3y8JVnoRGwFypqrr7pyn6C,https://api.spotify.com/v1/tracks/3y8JVnoRGwFypqrr7pyn6C,https://api.spotify.com/v1/audio-analysis/3y8JVnoRGwFypqrr7pyn6C,153640,4,1,Classical
0.799,0.291,11,-7.353,0,0.0318,0.873,0.000641,0.139,0.406,97.984,audio_features,3JWiDGQX2eTlFvKj3Yssj3,spotify:track:3JWiDGQX2eTlFvKj3Yssj3,https://api.spotify.com/v1/tracks/3JWiDGQX2eTlFvKj3Yssj3,https://api.spotify.com/v1/audio-analysis/3JWiDGQX2eTlFvKj3Yssj3,151873,4,1,Hip-Hop
0.2,0.0967,0,-26.579,1,0.0419,0.986,0.934,0.0894,0.0845,85.258,audio_features,6SLsrHZZuqSw4se3SbZ5TD,spotify:track:6SLsrHZZuqSw4se3SbZ5TD,https://api.spotify.com/v1/tracks/6SLsrHZZuqSw4se3SbZ5TD,https://api.spotify.com/v1/audio-analysis/6SLsrHZZuqSw4se3SbZ5TD,602747,4,1,Classical
0.799,0.699,2,-7.694,1,0.204,0.00867,0.0,0.132,0.627,142.979,audio_features,3YEbLhXRDPTtctnb3ddg8g,spotify:track:3YEbLhXRDPTtctnb3ddg8g,https://api.spotify.com/v1/tracks/3YEbLhXRDPTtctnb3ddg8g,https://api.spotify.com/v1/audio-analysis/3YEbLhXRDPTtctnb3ddg8g,214851,4,1,Hip-Hop
0.951,0.573,0,-6.002,0,0.227,0.0667,0.0,0.119,0.42,105.052,audio_features,4TCG827sk5fDEmUvcQlStk,spotify:track:4TCG827sk5fDEmUvcQlStk,https://api.spotify.com/v1/tracks/4TCG827sk5fDEmUvcQlStk,https://api.spotify.com/v1/audio-analysis/4TCG827sk5fDEmUvcQlStk,211040,4,1,Hip-Hop
0.718,0.459,0,-7.116,0,0.0718,0.115,0.0,0.151,0.626,154.03,audio_features,6o2YQhGPwCdYBPpisPFInv,spotify:track:6o2YQhGPwCdYBPpisPFInv,https://api.spotify.com/v1/tracks/6o2YQhGPwCdYBPpisPFInv,https://api.spotify.com/v1/audio-analysis/6o2YQhGPwCdYBPpisPFInv,196493,4,1,Hip-Hop
0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,audio_features,6Ozh9Ok6h4Oi1wUSLtBseN,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,https://api.spotify.com/v1/tracks/6Ozh9Ok6h4Oi1wUSLtBseN,https://api.spotify.com/v1/audio-analysis/6Ozh9Ok6h4Oi1wUSLtBseN,159715,4,1,Hip-Hop
0.383,0.565,9,-9.237,0,0.0336,0.646,0.855,0.0961,0.126,121.44,audio_features,3wotWHJs1TKc9c5qn7wo73,spotify:track:3wotWHJs1TKc9c5qn7wo73,https://api.spotify.com/v1/tracks/3wotWHJs1TKc9c5qn7wo73,https://api.spotify.com/v1/audio-analysis/3wotWHJs1TKc9c5qn7wo73,405360,4,1,Classical
0.79,0.773,2,-3.904,1,0.317,0.00553,0.0,0.221,0.394,120.111,audio_features,2wLgi1dzWpq14678Aoee7a,spotify:track:2wLgi1dzWpq14678Aoee7a,https://api.spotify.com/v1/tracks/2wLgi1dzWpq14678Aoee7a,https://api.spotify.com/v1/audio-analysis/2wLgi1dzWpq14678Aoee7a,143958,5,1,Hip-Hop
0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075,audio_features,3A2yGHWIzmGEIolwonU69h,spotify:track:3A2yGHWIzmGEIolwonU69h,https://api.spotify.com/v1/tracks/3A2yGHWIzmGEIolwonU69h,https://api.spotify.com/v1/audio-analysis/3A2yGHWIzmGEIolwonU69h,158332,4,1,Hip-Hop
0.799,0.301,7,-11.361,1,0.185,0.195,0.0,0.0816,0.511,100.026,audio_features,4CMrdHWqic0usIZfTrKoI3,spotify:track:4CMrdHWqic0usIZfTrKoI3,https://api.spotify.com/v1/tracks/4CMrdHWqic0usIZfTrKoI3,https://api.spotify.com/v1/audio-analysis/4CMrdHWqic0usIZfTrKoI3,186587,4,1,Hip-Hop
0.372,0.153,0,-15.637,0,0.0413,0.902,0.934,0.113,0.0652,102.262,audio_features,0xiG8TuljlR1h30lm0cK1a,spotify:track:0xiG8TuljlR1h30lm0cK1a,https://api.spotify.com/v1/tracks/0xiG8TuljlR1h30lm0cK1a,https://api.spotify.com/v1/audio-analysis/0xiG8TuljlR1h30lm0cK1a,189109,3,1,Classical
0.852,0.839,1,-4.653,1,0.206,0.0335,0.0,0.176,0.484,100.016,audio_features,6CYyxobulcKumfeV6e2I9g,spotify:track:6CYyxobulcKumfeV6e2I9g,https://api.spotify.com/v1/tracks/6CYyxobulcKumfeV6e2I9g,https://api.spotify.com/v1/audio-analysis/6CYyxobulcKumfeV6e2I9g,123200,4,1,Hip-Hop
0.854,0.738,6,-7.284,0,0.244,0.0581,0.0,0.106,0.847,100.0,audio_features,12LjNmRrdzhTn1vMcxN81m,spotify:track:12LjNmRrdzhTn1vMcxN81m,https://api.spotify.com/v1/tracks/12LjNmRrdzhTn1vMcxN81m,https://api.spotify.com/v1/audio-analysis/12LjNmRrdzhTn1vMcxN81m,254253,4,1,Hip-Hop
0.814,0.387,0,-9.867,1,0.0945,0.0248,0.0,0.131,0.792,93.961,audio_features,4s0o8TJHfX9LLHa0umnOzT,spotify:track:4s0o8TJHfX9LLHa0umnOzT,https://api.spotify.com/v1/tracks/4s0o8TJHfX9LLHa0umnOzT,https://api.spotify.com/v1/audio-analysis/4s0o8TJHfX9LLHa0umnOzT,225173,4,1,Hip-Hop
0.582,0.621,11,-6.183,0,0.283,0.00317,0.0,0.111,0.331,179.458,audio_features,6Y9kdB2O0h9gq9y2vclsWT,spotify:track:6Y9kdB2O0h9gq9y2vclsWT,https://api.spotify.com/v1/tracks/6Y9kdB2O0h9gq9y2vclsWT,https://api.spotify.com/v1/audio-analysis/6Y9kdB2O0h9gq9y2vclsWT,261320,4,1,Hip-Hop
0.741,0.658,7,-7.758,1,0.0853,0.643,3.43e-06,0.307,0.746,142.057,audio_features,0hmQY8NW6hNQWfkvZsa1e9,spotify:track:0hmQY8NW6hNQWfkvZsa1e9,https://api.spotify.com/v1/tracks/0hmQY8NW6hNQWfkvZsa1e9,https://api.spotify.com/v1/audio-analysis/0hmQY8NW6hNQWfkvZsa1e9,246013,4,1,Hip-Hop
0.833,0.539,11,-7.399,0,0.178,0.163,2.1e-06,0.101,0.385,99.947,audio_features,6MWtB6iiXyIwun0YzU6DFP,spotify:track:6MWtB6iiXyIwun0YzU6DFP,https://api.spotify.com/v1/tracks/6MWtB6iiXyIwun0YzU6DFP,https://api.spotify.com/v1/audio-analysis/6MWtB6iiXyIwun0YzU6DFP,149520,4,1,Hip-Hop
0.721,0.621,1,-4.378,1,0.306,0.00469,0.0103,0.199,0.568,159.967,audio_features,24PWKmemCvqfyVXODhoKHW,spotify:track:24PWKmemCvqfyVXODhoKHW,https://api.spotify.com/v1/tracks/24PWKmemCvqfyVXODhoKHW,https://api.spotify.com/v1/audio-analysis/24PWKmemCvqfyVXODhoKHW,228933,4,1,Hip-Hop
0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,audio_features,5ry2OE6R2zPQFDO85XkgRb,spotify:track:5ry2OE6R2zPQFDO85XkgRb,https://api.spotify.com/v1/tracks/5ry2OE6R2zPQFDO85XkgRb,https://api.spotify.com/v1/audio-analysis/5ry2OE6R2zPQFDO85XkgRb,205427,4,1,Hip-Hop
0.324,0.00862,9,-36.959,1,0.0424,0.992,0.937,0.0887,0.229,98.009,audio_features,5a6LNnUyLmQ0kPo93qpKJk,spotify:track:5a6LNnUyLmQ0kPo93qpKJk,https://api.spotify.com/v1/tracks/5a6LNnUyLmQ0kPo93qpKJk,https://api.spotify.com/v1/audio-analysis/5a6LNnUyLmQ0kPo93qpKJk,244333,4,1,Classical
0.359,0.0341,0,-26.662,0,0.0749,0.993,0.926,0.13,0.231,177.095,audio_features,53svvweaQrQOJoKHCAAnST,spotify:track:53svvweaQrQOJoKHCAAnST,https://api.spotify.com/v1/tracks/53svvweaQrQOJoKHCAAnST,https://api.spotify.com/v1/audio-analysis/53svvweaQrQOJoKHCAAnST,128679,4,1,Classical
0.827,0.469,10,-9.141,0,0.341,0.0807,8.12e-06,0.207,0.196,97.028,audio_features,2rTnVB1bvwxHtaIl4uVu7f,spotify:track:2rTnVB1bvwxHtaIl4uVu7f,https://api.spotify.com/v1/tracks/2rTnVB1bvwxHtaIl4uVu7f,https://api.spotify.com/v1/audio-analysis/2rTnVB1bvwxHtaIl4uVu7f,238321,4,1,Hip-Hop
0.07,0.0284,11,-27.005,0,0.046,0.936,0.518,0.0667,0.0391,58.946,audio_features,1RqqeevkaxEi0m8xk7N61M,spotify:track:1RqqeevkaxEi0m8xk7N61M,https://api.spotify.com/v1/tracks/1RqqeevkaxEi0m8xk7N61M,https://api.spotify.com/v1/audio-analysis/1RqqeevkaxEi0m8xk7N61M,387787,4,1,Classical
0.552,0.842,8,-4.961,1,0.285,0.0176,0.00327,0.258,0.561,89.017,audio_features,7kBdenpTmgWfAz9clmBcok,spotify:track:7kBdenpTmgWfAz9clmBcok,https://api.spotify.com/v1/tracks/7kBdenpTmgWfAz9clmBcok,https://api.spotify.com/v1/audio-analysis/7kBdenpTmgWfAz9clmBcok,281960,4,1,Hip-Hop
0.198,0.0246,4,-32.071,0,0.0436,0.945,0.275,0.122,0.125,168.273,audio_features,5ebC5YZw56vrVIkIbkbNvP,spotify:track:5ebC5YZw56vrVIkIbkbNvP,https://api.spotify.com/v1/tracks/5ebC5YZw56vrVIkIbkbNvP,https://api.spotify.com/v1/audio-analysis/5ebC5YZw56vrVIkIbkbNvP,202240,3,1,Classical
0.594,0.614,5,-6.091,0,0.0536,0.0121,0.0,0.823,0.101,79.968,audio_features,4ImL3v98u2BLkwnyQDjfRm,spotify:track:4ImL3v98u2BLkwnyQDjfRm,https://api.spotify.com/v1/tracks/4ImL3v98u2BLkwnyQDjfRm,https://api.spotify.com/v1/audio-analysis/4ImL3v98u2BLkwnyQDjfRm,271600,4,1,Hip-Hop
0.865,0.844,8,-4.946,1,0.311,0.0582,0.0,0.373,0.755,150.09,audio_features,0RZXNlGPvfMo54fd6uCvAT,spotify:track:0RZXNlGPvfMo54fd6uCvAT,https://api.spotify.com/v1/tracks/0RZXNlGPvfMo54fd6uCvAT,https://api.spotify.com/v1/audio-analysis/0RZXNlGPvfMo54fd6uCvAT,205120,4,1,Hip-Hop
0.0786,0.0195,9,-34.909,1,0.0438,0.975,0.866,0.117,0.0593,76.6,audio_features,3ZdVayrMwJEzi99uOss8he,spotify:track:3ZdVayrMwJEzi99uOss8he,https://api.spotify.com/v1/tracks/3ZdVayrMwJEzi99uOss8he,https://api.spotify.com/v1/audio-analysis/3ZdVayrMwJEzi99uOss8he,172000,1,1,Classical
0.534,0.181,2,-20.694,1,0.0687,0.991,0.874,0.0803,0.319,85.178,audio_features,19hvFlGcPYCzFmsYyqEmuq,spotify:track:19hvFlGcPYCzFmsYyqEmuq,https://api.spotify.com/v1/tracks/19hvFlGcPYCzFmsYyqEmuq,https://api.spotify.com/v1/audio-analysis/19hvFlGcPYCzFmsYyqEmuq,118000,4,1,Classical
0.236,0.0261,1,-27.025,0,0.0454,0.944,0.404,0.159,0.137,88.551,audio_features,6AG7ekfWoiYTY6gyiEebCN,spotify:track:6AG7ekfWoiYTY6gyiEebCN,https://api.spotify.com/v1/tracks/6AG7ekfWoiYTY6gyiEebCN,https://api.spotify.com/v1/audio-analysis/6AG7ekfWoiYTY6gyiEebCN,138240,3,1,Classical
0.906,0.596,0,-5.88,0,0.243,0.0578,0.0,0.109,0.701,144.038,audio_features,0yFvWTLs3iIwDbc91noXGT,spotify:track:0yFvWTLs3iIwDbc91noXGT,https://api.spotify.com/v1/tracks/0yFvWTLs3iIwDbc91noXGT,https://api.spotify.com/v1/audio-analysis/0yFvWTLs3iIwDbc91noXGT,226846,4,1,Hip-Hop
0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,audio_features,3Ol2xnObFdKV9pmRD2t9x8,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/tracks/3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/audio-analysis/3Ol2xnObFdKV9pmRD2t9x8,179449,4,1,Hip-Hop
0.262,0.0557,0,-20.133,1,0.0343,0.99,0.851,0.091,0.0395,108.929,audio_features,54UyP0Ap9OYjlFrkgmStVH,spotify:track:54UyP0Ap9OYjlFrkgmStVH,https://api.spotify.com/v1/tracks/54UyP0Ap9OYjlFrkgmStVH,https://api.spotify.com/v1/audio-analysis/54UyP0Ap9OYjlFrkgmStVH,152907,4,1,Classical
0.14,0.168,9,-15.011,0,0.046,0.8,0.116,0.101,0.0392,171.01,audio_features,0hEzZt0RdXxaCfBdZfhZAG,spotify:track:0hEzZt0RdXxaCfBdZfhZAG,https://api.spotify.com/v1/tracks/0hEzZt0RdXxaCfBdZfhZAG,https://api.spotify.com/v1/audio-analysis/0hEzZt0RdXxaCfBdZfhZAG,181385,4,1,Classical
0.0724,0.00997,7,-23.385,1,0.0476,0.944,0.604,0.096,0.046,66.095,audio_features,2MmtlG1iKqeQNpRHctELIa,spotify:track:2MmtlG1iKqeQNpRHctELIa,https://api.spotify.com/v1/tracks/2MmtlG1iKqeQNpRHctELIa,https://api.spotify.com/v1/audio-analysis/2MmtlG1iKqeQNpRHctELIa,414360,3,1,Classical
0.416,0.136,11,-16.265,1,0.0321,0.825,0.822,0.53,0.521,130.095,audio_features,0haHc00ZASyUwuuHG9TjP5,spotify:track:0haHc00ZASyUwuuHG9TjP5,https://api.spotify.com/v1/tracks/0haHc00ZASyUwuuHG9TjP5,https://api.spotify.com/v1/audio-analysis/0haHc00ZASyUwuuHG9TjP5,202813,3,1,Classical
0.424,0.0421,2,-24.15,0,0.0329,0.948,0.782,0.113,0.379,92.404,audio_features,1ZIFF4VPWGYA9OG3uYcFgI,spotify:track:1ZIFF4VPWGYA9OG3uYcFgI,https://api.spotify.com/v1/tracks/1ZIFF4VPWGYA9OG3uYcFgI,https://api.spotify.com/v1/audio-analysis/1ZIFF4VPWGYA9OG3uYcFgI,85000,3,1,Classical
0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,audio_features,57vxBYXtHMk6H1aD29V7PU,spotify:track:57vxBYXtHMk6H1aD29V7PU,https://api.spotify.com/v1/tracks/57vxBYXtHMk6H1aD29V7PU,https://api.spotify.com/v1/audio-analysis/57vxBYXtHMk6H1aD29V7PU,200080,4,1,Hip-Hop
0.154,0.0277,5,-27.577,1,0.0345,0.977,0.957,0.0927,0.114,176.608,audio_features,1vBlyINFxWsXbZ7CNpBmIV,spotify:track:1vBlyINFxWsXbZ7CNpBmIV,https://api.spotify.com/v1/tracks/1vBlyINFxWsXbZ7CNpBmIV,https://api.spotify.com/v1/audio-analysis/1vBlyINFxWsXbZ7CNpBmIV,435320,3,1,Classical
0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,audio_features,5N1o6d8zGcSZSeMFkOUQOk,spotify:track:5N1o6d8zGcSZSeMFkOUQOk,https://api.spotify.com/v1/tracks/5N1o6d8zGcSZSeMFkOUQOk,https://api.spotify.com/v1/audio-analysis/5N1o6d8zGcSZSeMFkOUQOk,199427,4,1,Hip-Hop
0.974,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,0.892,111.959,audio_features,1GeNui6m825V8jP4uKiIaH,spotify:track:1GeNui6m825V8jP4uKiIaH,https://api.spotify.com/v1/tracks/1GeNui6m825V8jP4uKiIaH,https://api.spotify.com/v1/audio-analysis/1GeNui6m825V8jP4uKiIaH,149040,4,1,Hip-Hop
0.394,0.00948,1,-27.572,1,0.045,0.993,0.914,0.112,0.0423,132.018,audio_features,1nGDsTkP1npeWj4hJ9s9pw,spotify:track:1nGDsTkP1npeWj4hJ9s9pw,https://api.spotify.com/v1/tracks/1nGDsTkP1npeWj4hJ9s9pw,https://api.spotify.com/v1/audio-analysis/1nGDsTkP1npeWj4hJ9s9pw,376440,4,1,Classical
0.483,0.0282,2,-30.288,1,0.0695,0.995,0.879,0.0677,0.223,127.515,audio_features,61XIyC7pKZ2qmYigXkQy3d,spotify:track:61XIyC7pKZ2qmYigXkQy3d,https://api.spotify.com/v1/tracks/61XIyC7pKZ2qmYigXkQy3d,https://api.spotify.com/v1/audio-analysis/61XIyC7pKZ2qmYigXkQy3d,112000,3,1,Classical
0.477,0.228,10,-18.529,1,0.0441,0.986,0.903,0.141,0.57,111.871,audio_features,1PUdHdN4Tplc3iiUeKyL4D,spotify:track:1PUdHdN4Tplc3iiUeKyL4D,https://api.spotify.com/v1/tracks/1PUdHdN4Tplc3iiUeKyL4D,https://api.spotify.com/v1/audio-analysis/1PUdHdN4Tplc3iiUeKyL4D,361667,4,1,Classical
0.311,0.084,5,-23.293,1,0.035,0.989,0.732,0.189,0.131,106.178,audio_features,0dON9pTOo2e56fdpE8aoDR,spotify:track:0dON9pTOo2e56fdpE8aoDR,https://api.spotify.com/v1/tracks/0dON9pTOo2e56fdpE8aoDR,https://api.spotify.com/v1/audio-analysis/0dON9pTOo2e56fdpE8aoDR,277463,4,1,Classical
0.467,0.0388,9,-27.418,1,0.0412,0.993,0.909,0.0929,0.275,137.099,audio_features,0XBEfBdPRDTMC71xg5M00U,spotify:track:0XBEfBdPRDTMC71xg5M00U,https://api.spotify.com/v1/tracks/0XBEfBdPRDTMC71xg5M00U,https://api.spotify.com/v1/audio-analysis/0XBEfBdPRDTMC71xg5M00U,292973,5,1,Classical
0.73,0.483,0,-8.959,1,0.327,0.0428,0.0,0.103,0.535,168.049,audio_features,5h21AlYy4mgHfQp9jUAUGi,spotify:track:5h21AlYy4mgHfQp9jUAUGi,https://api.spotify.com/v1/tracks/5h21AlYy4mgHfQp9jUAUGi,https://api.spotify.com/v1/audio-analysis/5h21AlYy4mgHfQp9jUAUGi,212800,4,1,Hip-Hop
0.355,0.0443,0,-24.512,1,0.0355,0.994,0.882,0.109,0.149,76.587,audio_features,2hNbUtLFQxp0uQ3fKju16M,spotify:track:2hNbUtLFQxp0uQ3fKju16M,https://api.spotify.com/v1/tracks/2hNbUtLFQxp0uQ3fKju16M,https://api.spotify.com/v1/audio-analysis/2hNbUtLFQxp0uQ3fKju16M,198427,3,1,Classical
0.491,0.00968,8,-31.313,1,0.0442,0.996,0.948,0.0997,0.122,91.286,audio_features,5BgIxyGdmvBk044vSh6P2A,spotify:track:5BgIxyGdmvBk044vSh6P2A,https://api.spotify.com/v1/tracks/5BgIxyGdmvBk044vSh6P2A,https://api.spotify.com/v1/audio-analysis/5BgIxyGdmvBk044vSh6P2A,85280,4,1,Classical
0.458,0.0529,9,-21.002,1,0.051,0.994,0.952,0.0869,0.217,106.937,audio_features,3tOqWMewWpnRUAWMPAcnrF,spotify:track:3tOqWMewWpnRUAWMPAcnrF,https://api.spotify.com/v1/tracks/3tOqWMewWpnRUAWMPAcnrF,https://api.spotify.com/v1/audio-analysis/3tOqWMewWpnRUAWMPAcnrF,208875,4,1,Classical
0.408,0.0388,6,-25.017,1,0.0436,0.986,0.896,0.0752,0.104,108.712,audio_features,0QKD4v8dwpc1HL5KmTmde3,spotify:track:0QKD4v8dwpc1HL5KmTmde3,https://api.spotify.com/v1/tracks/0QKD4v8dwpc1HL5KmTmde3,https://api.spotify.com/v1/audio-analysis/0QKD4v8dwpc1HL5KmTmde3,219013,3,1,Classical
0.41,0.00681,0,-32.069,1,0.0504,0.996,0.911,0.143,0.213,112.761,audio_features,6lvf8cAsuwZ5k6Ai5GV9Cr,spotify:track:6lvf8cAsuwZ5k6Ai5GV9Cr,https://api.spotify.com/v1/tracks/6lvf8cAsuwZ5k6Ai5GV9Cr,https://api.spotify.com/v1/audio-analysis/6lvf8cAsuwZ5k6Ai5GV9Cr,113613,4,1,Classical
0.607,0.0342,4,-19.54,1,0.0402,0.969,0.00371,0.108,0.453,121.287,audio_features,6xhVveC94ilVUSkw0WNp0W,spotify:track:6xhVveC94ilVUSkw0WNp0W,https://api.spotify.com/v1/tracks/6xhVveC94ilVUSkw0WNp0W,https://api.spotify.com/v1/audio-analysis/6xhVveC94ilVUSkw0WNp0W,198013,3,1,Classical
0.933,0.639,10,-4.967,0,0.163,0.005,4.48e-06,0.0603,0.336,98.024,audio_features,12upFOLFbpQ5nTENWm2Glj,spotify:track:12upFOLFbpQ5nTENWm2Glj,https://api.spotify.com/v1/tracks/12upFOLFbpQ5nTENWm2Glj,https://api.spotify.com/v1/audio-analysis/12upFOLFbpQ5nTENWm2Glj,153916,4,1,Hip-Hop
0.398,0.173,9,-17.447,0,0.0469,0.883,0.119,0.158,0.573,123.956,audio_features,4VcIHB8XuS3Zrj5YpjyOgn,spotify:track:4VcIHB8XuS3Zrj5YpjyOgn,https://api.spotify.com/v1/tracks/4VcIHB8XuS3Zrj5YpjyOgn,https://api.spotify.com/v1/audio-analysis/4VcIHB8XuS3Zrj5YpjyOgn,181066,4,1,Classical
0.405,0.0398,8,-26.17,1,0.0476,0.994,0.862,0.151,0.205,101.982,audio_features,7iakbjLxGFnvsejftzs48N,spotify:track:7iakbjLxGFnvsejftzs48N,https://api.spotify.com/v1/tracks/7iakbjLxGFnvsejftzs48N,https://api.spotify.com/v1/audio-analysis/7iakbjLxGFnvsejftzs48N,202600,3,1,Classical
0.498,0.0206,7,-31.92,1,0.0337,0.994,0.924,0.105,0.165,105.048,audio_features,5j727Nhk1HDNflsWfEWZGE,spotify:track:5j727Nhk1HDNflsWfEWZGE,https://api.spotify.com/v1/tracks/5j727Nhk1HDNflsWfEWZGE,https://api.spotify.com/v1/audio-analysis/5j727Nhk1HDNflsWfEWZGE,140960,4,1,Classical
0.869,0.59,11,-8.214,1,0.257,0.07,0.0,0.236,0.479,107.934,audio_features,4hanO6Du5J7QEguNHYZHmw,spotify:track:4hanO6Du5J7QEguNHYZHmw,https://api.spotify.com/v1/tracks/4hanO6Du5J7QEguNHYZHmw,https://api.spotify.com/v1/audio-analysis/4hanO6Du5J7QEguNHYZHmw,151147,4,1,Hip-Hop
0.093,0.0249,4,-20.74,0,0.0463,0.513,0.805,0.0831,0.0365,79.369,audio_features,4EcOBeGY1r0j26Z8FJ1nVZ,spotify:track:4EcOBeGY1r0j26Z8FJ1nVZ,https://api.spotify.com/v1/tracks/4EcOBeGY1r0j26Z8FJ1nVZ,https://api.spotify.com/v1/audio-analysis/4EcOBeGY1r0j26Z8FJ1nVZ,302987,3,1,Classical
0.893,0.641,1,-3.051,1,0.272,0.128,8.06e-05,0.086,0.771,94.017,audio_features,1ZDmxwg7Lywlx68b7SsJjj,spotify:track:1ZDmxwg7Lywlx68b7SsJjj,https://api.spotify.com/v1/tracks/1ZDmxwg7Lywlx68b7SsJjj,https://api.spotify.com/v1/audio-analysis/1ZDmxwg7Lywlx68b7SsJjj,190747,4,1,Hip-Hop
0.436,0.322,4,-23.901,1,0.0513,0.953,0.896,0.174,0.98,87.281,audio_features,51AOXq8GZUlaDKLq6ob3u4,spotify:track:51AOXq8GZUlaDKLq6ob3u4,https://api.spotify.com/v1/tracks/51AOXq8GZUlaDKLq6ob3u4,https://api.spotify.com/v1/audio-analysis/51AOXq8GZUlaDKLq6ob3u4,103427,4,1,Classical
0.525,0.629,1,-4.707,1,0.106,0.0316,0.0,0.0768,0.284,84.699,audio_features,1aWu9UgVzG5EKeFCP49Spj,spotify:track:1aWu9UgVzG5EKeFCP49Spj,https://api.spotify.com/v1/tracks/1aWu9UgVzG5EKeFCP49Spj,https://api.spotify.com/v1/audio-analysis/1aWu9UgVzG5EKeFCP49Spj,163480,4,1,Hip-Hop
